#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-04-29T19:05:24 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5ae6170c1272	
#INFO	-out.max=unlimited	
#INFO	queryParameters=24	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:I/345&tab:{I/345/gaia2}&key:source=I/345/gaia2&HTTPPRM:&
#-c=VFTS 682
#-c.eq=J2000
#-c.r= 10
#-c.u=arcmin
#-c.geom=b
#-source=I/345/gaia2
#-order=I
#-out.orig=standard
#-out=DR2Name
#-out=RA_ICRS
#-out=e_RA_ICRS
#-out=DE_ICRS
#-out=e_DE_ICRS
#-out=Plx
#-out=e_Plx
#-out=pmRA
#-out=e_pmRA
#-out=pmDE
#-out=e_pmDE
#-out=RV
#-out=e_RV
#
#INFO	-c=084.731358-69.074089,bm=10.000000/10.	
#

#RESOURCE=yCat_1345
#Name: I/345
#Title: Gaia DR2 (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	I_345_gaia2:
#Name: I/345/gaia2
#Title: GaiaSource DR2 data
#Column	DR2Name	(a28)	Unique source designation (unique across all Data Releases) (Gaia DR2 NNNNNNNNNNNNNNNNNNN) (designation) (1)	[ucd=meta.id]
#Column	RA_ICRS	(F15.11)	Barycentric right ascension (ICRS) at Ep=2015.5 (ra)	[ucd=pos.eq.ra;meta.main]
#Column	e_RA_ICRS	(F7.4)	Standard error of right ascension (e_RA*cosDE) (ra_error)	[ucd=stat.error;pos.eq.ra]
#Column	DE_ICRS	(F15.11)	Barycentric declination (ICRS) at Ep=2015.5 (dec)	[ucd=pos.eq.dec;meta.main]
#Column	e_DE_ICRS	(F7.4)	Standard error of declination (dec_error)	[ucd=stat.error;pos.eq.dec]
#Column	Plx	(F10.4)	? Absolute stellar parallax (parallax)	[ucd=pos.parallax]
#Column	e_Plx	(F7.4)	? Standard error of parallax (parallax_error)	[ucd=stat.error;pos.parallax]
#Column	pmRA	(F9.3)	? Proper motion in right ascension direction (pmRA*cosDE) (pmra) (3)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F6.3)	? Standard error of proper motion in right ascension direction (pmra_error)	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	? Proper motion in declination direction (pmdec) (4)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F6.3)	? Standard error of proper motion in declination direction (pmdec_error)	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	RV	(F7.2)	? Spectroscopic radial velocity in the solar barycentric reference frame (radial_velocity)	[ucd=spect.dopplerVeloc.opt;pos.barycenter]
#Column	e_RV	(F5.2)	? Radial velocity error (radial_velocity_error) (30)	[ucd=stat.error;spect.dopplerVeloc.opt;pos.barycenter]
DR2Name|RA_ICRS|e_RA_ICRS|DE_ICRS|e_DE_ICRS|Plx|e_Plx|pmRA|e_pmRA|pmDE|e_pmDE|RV|e_RV|deg|mas|deg|mas|mas|mas|mas/yr|mas/yr|mas/yr|mas/yr|km/s|km/s
#----------------------------|---------------|-------|---------------|-------|----------|-------|---------|------|---------|------|-------|-----
Gaia DR2 4657686565620145152|084.56456250313| 0.5100|-69.06539116729| 0.6413|   -0.0583| 0.5020|    0.312| 0.996|    4.131| 1.195|       |
Gaia DR2 4657686565600242560|084.56656425458| 2.2649|-69.07065885065| 3.5845|          |       |         |      |         |      |       |
Gaia DR2 4657686561311807232|084.54659133166| 0.1574|-69.06208391680| 0.1704|   -0.0090| 0.1560|    1.874| 0.313|    0.973| 0.369|       |
Gaia DR2 4657686630060829056|084.51129546378| 0.2695|-69.05439991346| 0.2886|    0.4631| 0.2583|    1.309| 0.547|    0.018| 0.563|       |
Gaia DR2 4657686565600241792|084.56207849137| 0.8115|-69.06934137528| 1.1261|    0.0007| 0.7785|   -1.170| 1.748|    2.073| 2.005|       |
Gaia DR2 4657686664420568704|084.52513835157| 0.3026|-69.04192048638| 0.3763|    0.1122| 0.3387|    3.063| 0.569|    1.898| 0.768|       |
Gaia DR2 4657686634318792576|084.50638206665| 0.2845|-69.05820355908| 0.3104|    0.6928| 0.2726|    2.293| 0.571|    0.814| 0.608|       |
Gaia DR2 4657686565620138496|084.56819245185|10.1948|-69.06544815869|37.8017|          |       |         |      |         |      |       |
Gaia DR2 4657686595701091840|084.52420863711| 0.1357|-69.04820068923| 0.1689|   -0.0423| 0.1529|    1.210| 0.257|    0.920| 0.328|       |
Gaia DR2 4657686561311833216|084.56127423609| 0.1195|-69.07021913134| 0.1275|   -0.1224| 0.1157|    1.750| 0.229|    0.734| 0.244|       |
Gaia DR2 4657686664390943232|084.51130497225| 0.2327|-69.04185128382| 0.3002|    0.0936| 0.2667|    1.883| 0.445|    0.434| 0.586|       |
Gaia DR2 4657686664420568064|084.51805972589| 0.2086|-69.04775183253| 0.3055|    0.1001| 0.2487|    1.239| 0.402|    0.691| 0.565|       |
Gaia DR2 4657686565620138368|084.56764273153| 0.9481|-69.06586724816| 0.4611|          |       |         |      |         |      |       |
Gaia DR2 4657686561341353344|084.52389251282| 0.2401|-69.05533946746| 0.2582|   -0.0904| 0.2347|    2.426| 0.473|    0.654| 0.499|       |
Gaia DR2 4657686565600242816|084.56628424642| 3.1022|-69.07038281259| 3.0964|          |       |         |      |         |      |       |
Gaia DR2 4657686595701236352|084.56007676141| 0.9439|-69.05012516987| 1.2107|          |       |         |      |         |      |       |
Gaia DR2 4657686565599387648|084.56415037119|11.5356|-69.07269164907| 3.3061|          |       |         |      |         |      |       |
Gaia DR2 4657686664390944256|084.51348414014| 0.8539|-69.03827438309| 1.1524|          |       |         |      |         |      |       |
Gaia DR2 4657686595701237248|084.56113895875| 2.4062|-69.05340387128| 3.3291|          |       |         |      |         |      |       |
Gaia DR2 4657686664420851712|084.50765487517| 2.8642|-69.04223478642| 3.4978|          |       |         |      |         |      |       |
Gaia DR2 4657686565620881664|084.54428631082| 2.9357|-69.05987025280| 1.7964|          |       |         |      |         |      |       |
Gaia DR2 4657686668678511872|084.50084394569| 5.4934|-69.04246188974| 3.3547|          |       |         |      |         |      |       |
Gaia DR2 4657686565599388928|084.56658618992| 0.6556|-69.07179430057| 0.6051|   -1.1417| 0.5818|    1.765| 1.243|    1.847| 1.244|       |
Gaia DR2 4657686664420847488|084.50338613527| 1.7334|-69.04344045408| 1.6046|          |       |         |      |         |      |       |
Gaia DR2 4657686565620141952|084.56559164574| 1.4581|-69.06404331060| 1.1281|   -0.8949| 1.1862|   31.811| 2.361|    6.804| 2.081|       |
Gaia DR2 4657686565620141824|084.56546122944| 0.9197|-69.06428091487| 0.5013|          |       |         |      |         |      |       |
Gaia DR2 4657686561341499392|084.56252158324| 2.0476|-69.06531676413| 4.2706|          |       |         |      |         |      |       |
Gaia DR2 4657686668679708928|084.51113492198|80.4539|-69.03682962918|25.1873|          |       |         |      |         |      |       |
Gaia DR2 4657686561341500800|084.56475890836| 4.6042|-69.07196302267| 2.3603|          |       |         |      |         |      |       |
Gaia DR2 4657686565599328896|084.52754220739|62.8403|-69.05696767299|19.1340|          |       |         |      |         |      |       |
Gaia DR2 4657686561341358720|084.56750191385| 0.1799|-69.06229389679| 0.1770|   -0.1007| 0.1627|    0.899| 0.356|    0.075| 0.351|       |
Gaia DR2 4657686565620152192|084.56150152569| 0.1783|-69.07097196010| 0.2055|    0.1726| 0.1827|    1.362| 0.348|    0.755| 0.403|       |
Gaia DR2 4657686565620151680|084.56503669133| 0.0481|-69.06727189451| 0.0517|   -0.1929| 0.0499|    1.587| 0.094|    0.870| 0.099|       |
Gaia DR2 4657686668699310720|084.51685787739| 0.4620|-69.04288071344| 0.5735|    0.0506| 0.5197|    0.430| 0.876|    1.032| 1.181|       |
Gaia DR2 4657686561341358336|084.56248142103| 0.3410|-69.07018620141| 0.4310|   -0.2009| 0.4084|    0.170| 0.618|   -0.358| 0.759|       |
Gaia DR2 4657686599960218496|084.55645663625| 1.1200|-69.05120306271| 1.2681|   -0.5516| 1.2137|   -0.742| 2.360|    4.053| 2.651|       |
Gaia DR2 4657686634318798976|084.51421348954| 0.4003|-69.05959280430| 0.4230|   -0.3008| 0.3826|    3.287| 0.777|    2.903| 0.819|       |
Gaia DR2 4657686565600727680|084.53868161257| 5.8358|-69.06457781902| 7.1345|          |       |         |      |         |      |       |
Gaia DR2 4657686634340314112|084.50083280162| 2.2058|-69.05359215154| 2.4171|          |       |         |      |         |      |       |
Gaia DR2 4657686565600727808|084.53937987234| 3.4018|-69.06453598711| 5.3230|          |       |         |      |         |      |       |
Gaia DR2 4657686634318779648|084.50248055000| 0.7833|-69.04786380555| 0.5796|   -1.3863| 0.5195|   -1.531| 1.672|    5.081| 1.110|       |
Gaia DR2 4657686664420866432|084.52006392248| 1.1572|-69.04125430533| 1.6436|          |       |         |      |         |      |       |
Gaia DR2 4657686565620146304|084.56696999371| 0.6350|-69.06840136122| 4.3047|          |       |         |      |         |      |       |
Gaia DR2 4657686634318780928|084.50501450315| 0.2517|-69.04649955042| 0.3139|   -0.3986| 0.2972|    1.299| 0.483|    1.512| 0.573|       |
Gaia DR2 4657686630031212672|084.51447610040| 0.3759|-69.05310537979| 0.4382|    0.5254| 0.4118|    3.598| 0.680|    1.145| 0.851|       |
Gaia DR2 4657686561311822080|084.55181046790| 0.5400|-69.06937456093| 0.7106|   -0.1225| 0.5782|    2.457| 1.049|    4.051| 1.443|       |
Gaia DR2 4657686664420861056|084.51456329224| 1.4062|-69.04551371409| 1.8553|   -2.0029| 2.2198|    1.199| 2.576|    0.524| 3.528|       |
Gaia DR2 4657686668679706240|084.52444599214| 1.1229|-69.04237705960| 1.0288|   -1.0839| 1.0383|    5.261| 2.488|   -0.132| 2.136|       |
Gaia DR2 4657686565600727424|084.52784453295| 2.3954|-69.06149399498| 1.3845|          |       |         |      |         |      |       |
Gaia DR2 4657686664420859904|084.51361699964| 5.6406|-69.03640309431| 5.2215|          |       |         |      |         |      |       |
Gaia DR2 4657686630061123200|084.51491826225| 5.4942|-69.05554887265| 3.2503|          |       |         |      |         |      |       |
Gaia DR2 4657686565620136960|084.56809841739| 0.7325|-69.06704812926| 1.1851|          |       |         |      |         |      |       |
Gaia DR2 4657686630031216512|084.51589059692| 0.2872|-69.05143857399| 0.3413|   -0.5344| 0.3283|    0.424| 0.543|    0.306| 0.666|       |
Gaia DR2 4657686630006523776|084.50991550832| 0.1071|-69.05135103633| 0.1259|   -0.1203| 0.1263|    1.718| 0.203|    0.507| 0.251|       |
Gaia DR2 4657686668699301120|084.50175663481| 6.5392|-69.04244528612|23.3991|          |       |         |      |         |      |       |
Gaia DR2 4657686599960461824|084.56643658924| 5.6301|-69.06115534489| 3.8489|          |       |         |      |         |      |       |
Gaia DR2 4657686565600723840|084.53966102652| 8.7067|-69.05570446489| 3.6929|          |       |         |      |         |      |       |
Gaia DR2 4657686561311817344|084.55230829518| 0.0695|-69.06438057294| 0.0794|   -0.0289| 0.0764|    1.828| 0.132|    0.650| 0.161|       |
Gaia DR2 4657686599960225408|084.53843865389| 2.0549|-69.04517049838| 3.8743|          |       |         |      |         |      |       |
Gaia DR2 4657686634340348416|084.51614610534| 1.1176|-69.05762721138| 0.8515|   -0.6527| 0.7628|    3.431| 2.561|   -0.260| 1.724|       |
Gaia DR2 4657686565599337344|084.53777654524| 0.3001|-69.06138552024| 0.3396|    0.3614| 0.2714|    0.796| 0.616|   -0.204| 0.660|       |
Gaia DR2 4657686630006523904|084.50795777169| 0.1177|-69.04881630909| 0.1410|    0.0365| 0.1350|    1.510| 0.225|    0.114| 0.274|       |
Gaia DR2 4657686561311750016|084.51933277263| 0.8259|-69.06033040914| 0.8023|   -0.3806| 0.7976|   -1.054| 1.458|    1.926| 1.573|       |
Gaia DR2 4657686668699309440|084.51160241086| 0.4154|-69.04727252017| 0.5871|   -0.8979| 0.4530|    0.602| 0.791|    0.259| 1.043|       |
Gaia DR2 4657686634339572224|084.50543842300| 0.0753|-69.05382876276| 0.0681|    0.0455| 0.0651|    1.529| 0.147|    0.878| 0.131|       |
Gaia DR2 4657686595701395456|084.52641303654| 8.9349|-69.04001478529| 6.5789|          |       |         |      |         |      |       |
Gaia DR2 4657686565620872192|084.54749261300| 4.4761|-69.06863026326| 2.6549|          |       |         |      |         |      |       |
Gaia DR2 4657686668679709056|084.51210677716| 1.1115|-69.03700551974| 0.9884|    0.7506| 0.9700|    0.474| 2.039|    0.650| 1.912|       |
Gaia DR2 4657686565620136448|084.56772196598| 0.5906|-69.06698000675| 1.1523|          |       |         |      |         |      |       |
Gaia DR2 4657686634318787072|084.50603176019| 0.3099|-69.05428368040| 0.3236|   -0.5191| 0.3045|    0.643| 0.628|    2.498| 0.656|       |
Gaia DR2 4657686771778511232|084.50340703039| 0.6062|-69.02873408872| 0.8830|    0.4603| 0.6959|    3.155| 1.183|    2.667| 1.773|       |
Gaia DR2 4657686703039442688|084.53643157693| 1.7670|-69.03653444914| 1.7591|   -3.6108| 2.2590|    1.448| 2.571|   -2.229| 3.779|       |
Gaia DR2 4657686737399176320|084.55178904551| 3.6392|-69.02371848404| 5.7232|          |       |         |      |         |      |       |
Gaia DR2 4657686771778511872|084.50707979067| 0.0542|-69.02632088030| 0.0583|   -0.0420| 0.0592|    1.880| 0.099|    0.908| 0.120|       |
Gaia DR2 4657686771757720448|084.50401720566| 1.5047|-69.02845678788| 2.3604|    0.6257| 2.3309|    2.889| 2.751|    4.841| 3.541|       |
Gaia DR2 4657686733085752192|084.56145703353| 0.1432|-69.02594409006| 0.1672|   -0.0104| 0.1565|    2.134| 0.284|    0.815| 0.351|       |
Gaia DR2 4657686771778519296|084.51513064278| 0.8416|-69.03416338871| 2.5232|          |       |         |      |         |      |       |
Gaia DR2 4657686733110522112|084.55908854002| 0.2117|-69.03206322891| 0.2807|    0.1648| 0.2453|    1.559| 0.412|    1.237| 0.556|       |
Gaia DR2 4657686733140197376|084.57209927052| 3.5192|-69.03216605219|26.3400|          |       |         |      |         |      |       |
Gaia DR2 4657686806138252416|084.52407555407| 0.3498|-69.01675322634| 0.4706|    0.3990| 0.4285|    2.324| 0.659|   -0.904| 0.989|       |
Gaia DR2 4657686767500083840|084.52343956941| 1.2518|-69.03389794524| 1.4651|    0.8643| 1.3596|    3.107| 2.284|   10.196| 3.313|       |
Gaia DR2 4657686806119041664|084.50062007979|26.3491|-69.00869617242|12.1029|          |       |         |      |         |      |       |
Gaia DR2 4657686703038266752|084.52975701944| 0.3445|-69.03333874620| 0.4764|   -0.4730| 0.4058|   -1.268| 0.699|    0.358| 1.118|       |
Gaia DR2 4657686767500060672|084.50111648919| 0.3753|-69.02634431510| 0.4752|   -0.3049| 0.4278|    0.943| 0.703|   -1.356| 0.924|       |
Gaia DR2 4657686698780451968|084.56068359637| 0.8806|-69.04757830960| 1.1194|    1.6278| 1.0303|    1.638| 1.660|    2.134| 2.103|       |
Gaia DR2 4657686733110524032|084.55927977257| 0.3633|-69.03368725970| 0.4816|   -0.5050| 0.4211|    2.074| 0.705|    1.950| 0.988|       |
Gaia DR2 4657686801859823488|084.52417035552| 5.1387|-69.02443730781| 5.3551|          |       |         |      |         |      |       |
Gaia DR2 4657686733140112384|084.57668034597| 0.5828|-69.02820758510| 0.7862|   -0.5093| 0.7150|    3.329| 1.109|   -2.167| 1.630|       |
Gaia DR2 4657686733110525440|084.55949985760| 0.9906|-69.02798734133| 1.1206|    2.3858| 1.1135|   -6.801| 1.873|   -3.180| 2.363|       |
Gaia DR2 4657686698780450816|084.55923690432| 0.7536|-69.04657118978| 0.9404|   -0.7565| 0.8534|    3.798| 1.482|    1.115| 1.928|       |
Gaia DR2 4657686767445485056|084.51467064957| 0.2020|-69.03392323447| 0.2235|   -0.0779| 0.2159|    0.856| 0.368|    0.508| 0.458|       |
Gaia DR2 4657686737418793472|084.54771092929| 0.3109|-69.02297903244| 0.3849|    0.1565| 0.3473|    1.944| 0.588|    0.884| 0.790|       |
Gaia DR2 4657686733110520704|084.55770519589| 0.2672|-69.02807108953| 0.3374|   -0.1591| 0.3105|    1.249| 0.503|    1.223| 0.670|       |
Gaia DR2 4657686767470185344|084.52470702712| 1.3460|-69.03851005272| 1.2989|    0.2007| 1.3916|   -0.420| 2.449|   -7.736| 3.155|       |
Gaia DR2 4657686703038297344|084.57112767725| 0.6270|-69.03844120668| 0.7262|   -0.8920| 0.6869|    2.979| 1.194|    3.294| 1.492|       |
Gaia DR2 4657686703059054848|084.53797462740| 0.5993|-69.03227979651| 0.7465|    0.7344| 0.7226|    2.782| 1.100|    1.851| 1.614|       |
Gaia DR2 4657686733142059648|084.53671165552| 5.8673|-69.01892369598| 5.8301|          |       |         |      |         |      |       |
Gaia DR2 4657686737398932224|084.57207661224| 0.4959|-69.03766795604| 0.5784|    0.3026| 0.5444|    0.517| 0.952|   -0.358| 1.202|       |
Gaia DR2 4657686801859811072|084.51110457599| 2.0157|-69.02147624961| 2.7609|          |       |         |      |         |      |       |
Gaia DR2 4657686737398035456|084.57171504962| 1.8022|-69.03825801283| 3.4544|          |       |         |      |         |      |       |
Gaia DR2 4657686737398000896|084.53059448191| 0.4249|-69.02809125965| 0.5214|    0.1729| 0.5161|    1.549| 0.779|   -0.315| 1.222|       |
Gaia DR2 4657686737419408000|084.54132004618| 0.6755|-69.02209317705| 0.9102|    0.7773| 0.7850|    2.876| 1.300|    1.028| 1.852|       |
Gaia DR2 4657686703059056768|084.53864559897| 0.1269|-69.03718529154| 0.1508|   -0.2167| 0.1488|    1.727| 0.237|    1.130| 0.321|       |
Gaia DR2 4657686737419408256|084.53902656344| 0.8013|-69.02493956728| 1.0059|   -0.7324| 0.9837|    1.310| 1.447|   -1.250| 2.173|       |
Gaia DR2 4657686698750781824|084.55750867856| 0.2018|-69.03565524785| 0.2611|   -0.0825| 0.2353|    1.488| 0.388|    0.265| 0.532|       |
Gaia DR2 4657686703038292864|084.56606009180| 0.6499|-69.03857412320| 0.7695|    0.1599| 0.7286|    4.097| 1.223|    2.581| 1.581|       |
Gaia DR2 4657686703059058560|084.54403291703| 1.8336|-69.03572211677| 2.2678|          |       |         |      |         |      |       |
Gaia DR2 4657686771778527744|084.52559459558| 0.0893|-69.03760624578| 0.1028|    0.0055| 0.0972|    1.899| 0.169|    0.719| 0.212|       |
Gaia DR2 4657686801805236224|084.50336678277| 0.2654|-69.01329848910| 0.3401|    0.0745| 0.3075|    2.272| 0.499|    1.974| 0.664|       |
Gaia DR2 4657686801861333376|084.51034475687| 1.6611|-69.01597852889| 3.7385|          |       |         |      |         |      |       |
Gaia DR2 4657686801829936128|084.52996957808| 0.2248|-69.01896648929| 0.3116|   -0.5509| 0.2787|    1.573| 0.429|    0.359| 0.618|       |
Gaia DR2 4657686737419410432|084.57502929831| 1.2296|-69.03869647786| 1.1408|   -0.0929| 1.1488|   -3.488| 2.432|   -1.071| 2.498|       |
Gaia DR2 4657686733140101632|084.55361627001| 0.4077|-69.03274404657| 0.6220|   -0.2105| 0.4752|    0.629| 0.810|   -5.108| 1.179|       |
Gaia DR2 4657686801805229568|084.51771176407| 0.2367|-69.02327650120| 0.2836|   -0.4541| 0.2683|    2.028| 0.439|    1.047| 0.654|       |
Gaia DR2 4657686767499825792|084.51032608775| 0.4548|-69.02885288833| 0.5867|   -0.1545| 0.5177|    1.551| 0.874|   -0.707| 1.153|       |
Gaia DR2 4657686698780307456|084.52884270949| 0.3141|-69.03623281953| 0.3776|    0.5626| 0.3618|    2.278| 0.594|    1.143| 0.852|       |
Gaia DR2 4657686801861335808|084.51472506048| 2.2362|-69.01576623023| 4.3710|          |       |         |      |         |      |       |
Gaia DR2 4657686698780370688|084.57093393142| 0.7263|-69.04861152920| 0.8485|    0.7396| 0.8508|    1.256| 1.358|    2.437| 1.835|       |
Gaia DR2 4657686733140187392|084.55516919356| 0.6763|-69.02429332695| 0.9281|    1.7155| 0.7875|    3.648| 1.348|   -0.934| 1.955|       |
Gaia DR2 4657686737418802944|084.56089491822| 0.2436|-69.03383641020| 0.3120|   -0.0395| 0.2796|    1.408| 0.469|    0.572| 0.605|       |
Gaia DR2 4657686801859565696|084.51650554955| 0.3587|-69.02211062861| 0.4878|    0.3988| 0.4260|    1.506| 0.690|   -0.503| 1.048|       |
Gaia DR2 4657686801805233792|084.51886543075| 0.1690|-69.01708045160| 0.2105|    0.0353| 0.1903|    1.365| 0.329|    0.161| 0.446|       |
Gaia DR2 4657686767499827584|084.51678104360| 0.3307|-69.02646505603| 0.4219|    0.1012| 0.3860|    1.672| 0.612|    0.172| 0.834|       |
Gaia DR2 4657686767499827456|084.51696544979| 0.2371|-69.03173884677| 0.2932|   -0.0957| 0.2634|    1.189| 0.452|    1.075| 0.607|       |
Gaia DR2 4657686733085087616|084.57741936911| 0.0554|-69.03108255118| 0.0623|    0.1325| 0.0597|    1.389| 0.103|    0.691| 0.119|       |
Gaia DR2 4657686703059064960|084.55153740231| 0.3530|-69.04385996293| 0.4262|   -0.1122| 0.3834|   -0.605| 0.707|    0.680| 0.872|       |
Gaia DR2 4657686767499828224|084.51925815410| 0.3048|-69.02782315702| 0.3940|   -0.0227| 0.3504|    1.655| 0.579|    0.007| 0.770|       |
Gaia DR2 4657686801861329920|084.50318146133| 1.2926|-69.01189557798| 1.3248|          |       |         |      |         |      |       |
Gaia DR2 4657686733110480768|084.53927420147| 0.4646|-69.02143521889| 0.6675|    0.6841| 0.5852|    2.383| 0.897|   -0.304| 1.695|       |
Gaia DR2 4657686801859566848|084.51982622169| 0.4946|-69.02427618633| 0.6437|   -0.5514| 0.5919|    0.892| 0.921|   -1.513| 1.404|       |
Gaia DR2 4657686698750727680|084.53200544855| 0.5327|-69.03021825731| 0.6910|   -0.4570| 0.6533|    3.103| 0.986|    4.842| 1.575|       |
Gaia DR2 4657686801861332608|084.50971534369| 1.6998|-69.02076312825| 1.6637|    1.4338| 1.4811|    6.665| 3.797|   -1.793| 3.588|       |
Gaia DR2 4657686733110478080|084.53541284225| 0.6203|-69.02070955822| 0.9260|   -0.2933| 0.7200|   -1.015| 1.212|   -2.064| 1.912|       |
Gaia DR2 4657686801861496192|084.49973963703| 3.1474|-69.01016870425| 2.4934|          |       |         |      |         |      |       |
Gaia DR2 4657686767499822464|084.50378598043| 0.5924|-69.03364208684| 0.7261|   -1.5589| 0.6462|    0.371| 1.152|    0.576| 1.409|       |
Gaia DR2 4657686806118663168|084.51441753226| 2.6009|-69.02344313583| 4.9983|          |       |         |      |         |      |       |
Gaia DR2 4657686703059049728|084.53161463994|76.8278|-69.02948126498|24.4122|          |       |         |      |         |      |       |
Gaia DR2 4657686806138966272|084.50368505811| 1.6553|-69.01234119653| 2.1280|          |       |         |      |         |      |       |
Gaia DR2 4657686698780436480|084.53035463434| 0.6945|-69.02984988754| 1.0429|          |       |         |      |         |      |       |
Gaia DR2 4657686737418798208|084.55151328141| 0.1272|-69.03227195727| 0.1722|   -0.1181| 0.1503|    1.793| 0.246|    0.608| 0.329|       |
Gaia DR2 4657686703059744384|084.55235323414| 1.0997|-69.04564737372| 1.6287|          |       |         |      |         |      |       |
Gaia DR2 4657686733140175744|084.53210010569| 0.6491|-69.02277025215| 0.9099|   -1.2930| 0.8046|    6.309| 1.344|    2.687| 1.860|       |
Gaia DR2 4657686737419590784|084.53848043695| 4.3206|-69.02375700048| 2.4545|          |       |         |      |         |      |       |
Gaia DR2 4657686767499825024|084.50949065520| 0.3639|-69.02771152716| 0.4820|   -0.0970| 0.4168|    0.248| 0.691|   -0.729| 0.933|       |
Gaia DR2 4657686767499824256|084.50788938287| 0.6684|-69.02490785271| 0.8509|   -0.0785| 0.7462|    0.366| 1.199|    0.794| 1.739|       |
Gaia DR2 4657686737419340416|084.56324091424| 0.8135|-69.02738748646| 0.9562|   -0.8728| 0.9508|   -2.220| 1.569|   -0.518| 2.053|       |
Gaia DR2 4657686698780367488|084.56331176408| 0.6630|-69.04751580856| 0.8346|   -0.4786| 0.7503|    1.215| 1.314|    1.977| 1.728|       |
Gaia DR2 4657686767499824128|084.50785775868| 0.4106|-69.03435987822| 0.4833|    0.2582| 0.4552|    2.671| 0.753|    0.030| 0.996|       |
Gaia DR2 4657686737418799488|084.55769900789| 0.2138|-69.03032534221| 0.2706|   -0.3072| 0.2456|    1.548| 0.406|    0.663| 0.529|       |
Gaia DR2 4657686698780357376|084.53687506627| 0.3969|-69.04182267931| 0.5277|    0.6955| 0.4791|    2.214| 0.787|    1.161| 1.193|       |
Gaia DR2 4657686733110541824|084.56853506832| 0.2714|-69.02548012351| 0.3571|   -0.0104| 0.3161|    1.424| 0.536|   -0.189| 0.789|       |
Gaia DR2 4657686801829938944|084.53013169006| 0.2426|-69.02124238638| 0.3157|    0.5409| 0.2867|    1.017| 0.466|    0.715| 0.635|       |
Gaia DR2 4657686698780361984|084.54838982427| 0.2577|-69.04255178624| 0.3232|    0.7040| 0.2890|    2.206| 0.489|   -0.100| 0.662|       |
Gaia DR2 4657686698727837696|084.54487424304| 0.1047|-69.03561850628| 0.1170|   -0.4050| 0.1092|    1.379| 0.196|   -0.168| 0.226|       |
Gaia DR2 4657686767470187136|084.52424071990| 0.1124|-69.02657649459| 0.1356|    0.0703| 0.1291|    1.882| 0.207|    0.016| 0.295|       |
Gaia DR2 4657686703038300800|084.57393544443| 0.4567|-69.04088713688| 0.5733|   -0.3121| 0.5285|    1.174| 0.872|   -0.659| 1.142|       |
Gaia DR2 4657686733141867776|084.53948434474| 2.4965|-69.01888946855| 2.0631|          |       |         |      |         |      |       |
Gaia DR2 4657686698750720512|084.52858484030| 0.1033|-69.03293466878| 0.1490|   -0.1072| 0.1287|    1.725| 0.202|    0.825| 0.272|       |
Gaia DR2 4657686698780359424|084.54052296331| 0.4881|-69.03979166478| 0.6166|   -0.5341| 0.5751|    2.092| 0.873|    1.241| 1.237|       |
Gaia DR2 4657686767470139136|084.50219216682| 0.3529|-69.02839016275| 0.4500|    0.3850| 0.4019|    1.461| 0.667|    0.033| 0.937|       |
Gaia DR2 4657686698780360192|084.54180364962| 0.4444|-69.03475026488| 0.5378|    1.1279| 0.4942|    1.836| 0.853|   -0.521| 1.102|       |
Gaia DR2 4657686801861338624|084.52427567891| 1.7182|-69.01726247825| 1.8646|          |       |         |      |         |      |       |
Gaia DR2 4657686703039669504|084.54916113918| 2.3702|-69.04452085301| 2.0324|          |       |         |      |         |      |       |
Gaia DR2 4657686698750798720|084.56664900818| 0.2197|-69.04687186942| 0.2930|   -0.1883| 0.2577|    2.194| 0.427|    1.394| 0.595|       |
Gaia DR2 4657686806138964736|084.51367018278| 1.1692|-69.02327017993| 1.4734|   -2.3221| 1.3973|    0.541| 1.976|    0.604| 2.953|       |
Gaia DR2 4657686801861253888|084.53137435734| 0.2863|-69.01712342320| 0.4043|    0.1419| 0.3601|    2.455| 0.540|   -1.146| 0.809|       |
Gaia DR2 4657686733141777536|084.53224424224| 0.2520|-69.02059490966| 0.3448|   -0.3771| 0.3115|    1.758| 0.479|    0.441| 0.672|       |
Gaia DR2 4657686698780354432|084.52889109423| 0.6865|-69.03077436918| 0.7595|    1.0326| 0.6494|    3.416| 1.592|    0.423| 1.993|       |
Gaia DR2 4657686801861341056|084.52887422118| 4.2232|-69.01594774071| 3.5247|          |       |         |      |         |      |       |
Gaia DR2 4657686767499906432|084.51021992998| 0.4221|-69.02467751451| 0.5332|   -0.6070| 0.4827|    1.681| 0.791|    1.063| 1.059|       |
Gaia DR2 4657686698725345152|084.56126929483|17.2701|-69.04244006081| 7.7968|          |       |         |      |         |      |       |
