#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-05-01T11:24:37 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5ae6c6f14a55	
#INFO	-out.form=mini	
#INFO	-out.max=9999	
#INFO	queryParameters=24	
#-oc.form=dec
#-nav=cat:I/345&tab:{I/345/gaia2}&key:source=I/345/gaia2&pos:VFTS 682( 10 arcmin J2000)&HTTPPRM:&&-ref=VIZ5ae6c6f14a55&-oc.form=dec&-c.r=25&-c.geom=b&-order=I&-out.orig=standard&-out=designation&-out=ra&-out=ra_error&-out=dec&-out=dec_error&-out=parallax&-out=parallax_error&-out=pmra&-out=pmra_error&-out=pmdec&-out=pmdec_error&-out=radial_velocity&-out=radial_velocity_error&-file=-c&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.max=unlimited&-out.form=| -Separated-Values&-c.eq=J2000&-c.u=arcsec&
#-out.add=_1
#-c.r=0
#-c.geom=b
#-source=I/345/gaia2
#-order=I
#-out.orig=standard
#-out=DR2Name
#-out=RA_ICRS
#-out=e_RA_ICRS
#-out=DE_ICRS
#-out=e_DE_ICRS
#-out=Plx
#-out=e_Plx
#-out=pmRA
#-out=e_pmRA
#-out=pmDE
#-out=e_pmDE
#-out=RV
#-out=e_RV
#-out.max=9999
#-c.eq=J2000
#-c.u=arcsec
#

#RESOURCE=yCat_1345
#Name: I/345
#Title: Gaia DR2 (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	I_345_gaia2:
#Name: I/345/gaia2
#Title: GaiaSource DR2 data
#Column	_1	(A24)	The original question (from your input file)	[ucd=meta.id]
#Column	DR2Name	(a28)	Unique source designation (unique across all Data Releases) (Gaia DR2 NNNNNNNNNNNNNNNNNNN) (designation) (1)	[ucd=meta.id]
#Column	RA_ICRS	(F15.11)	Barycentric right ascension (ICRS) at Ep=2015.5 (ra)	[ucd=pos.eq.ra;meta.main]
#Column	e_RA_ICRS	(F7.4)	Standard error of right ascension (e_RA*cosDE) (ra_error)	[ucd=stat.error;pos.eq.ra]
#Column	DE_ICRS	(F15.11)	Barycentric declination (ICRS) at Ep=2015.5 (dec)	[ucd=pos.eq.dec;meta.main]
#Column	e_DE_ICRS	(F7.4)	Standard error of declination (dec_error)	[ucd=stat.error;pos.eq.dec]
#Column	Plx	(F10.4)	? Absolute stellar parallax (parallax)	[ucd=pos.parallax]
#Column	e_Plx	(F7.4)	? Standard error of parallax (parallax_error)	[ucd=stat.error;pos.parallax]
#Column	pmRA	(F9.3)	? Proper motion in right ascension direction (pmRA*cosDE) (pmra) (3)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F6.3)	? Standard error of proper motion in right ascension direction (pmra_error)	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	? Proper motion in declination direction (pmdec) (4)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F6.3)	? Standard error of proper motion in declination direction (pmdec_error)	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	RV	(F7.2)	? Spectroscopic radial velocity in the solar barycentric reference frame (radial_velocity)	[ucd=spect.dopplerVeloc.opt;pos.barycenter]
#Column	e_RV	(F5.2)	? Radial velocity error (radial_velocity_error) (30)	[ucd=stat.error;spect.dopplerVeloc.opt;pos.barycenter]
_1|DR2Name|RA_ICRS|e_RA_ICRS|DE_ICRS|e_DE_ICRS|Plx|e_Plx|pmRA|e_pmRA|pmDE|e_pmDE|RV|e_RV
                        |Gaia DR2 4038917568038357888|270.72377980052| 0.1118|-35.83087393889| 0.1024|    0.8301| 0.1229|    3.103| 0.196|   -6.363| 0.170|       |
                        |Gaia DR2 4038917567934776832|270.72307405939| 0.6353|-35.83157552225| 0.5634|   -0.2299| 0.6576|    0.361| 1.245|   -3.926| 1.113|       |
                        |Gaia DR2 4038917567931747712|270.72398103928| 2.2861|-35.83115180882| 1.6359|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917567934777088|270.72524577377| 0.5852|-35.82983968263| 0.5419|   -0.3279| 0.5707|   -1.399| 1.255|   -1.574| 1.136|       |
                        |Gaia DR2 4038917567931720704|270.72605628483| 0.3577|-35.83057244195| 0.3168|    0.8494| 0.3817|   -4.388| 0.792|   -6.468| 0.724|       |
                        |Gaia DR2 4038917567931748096|270.72437207742| 1.4454|-35.83100658022| 1.4538|   -0.6044| 1.1596|   -5.292| 2.301|   -8.536| 2.181|       |
                        |Gaia DR2 4038917568038352000|270.72757182440| 0.2699|-35.83011275042| 0.2297|   -0.0529| 0.2883|  -10.178| 0.442|   -6.477| 0.385|       |
                        |Gaia DR2 4038917567934770688|270.72805097085| 0.6719|-35.82971758051| 0.6227|    0.5696| 0.6974|   -0.963| 1.425|   -2.045| 1.337|       |
                        |Gaia DR2 4038917563610473856|270.73002765040| 0.0753|-35.82903563967| 0.0676|   -0.1024| 0.0843|   -1.719| 0.128|   -6.023| 0.112|       |
                        |Gaia DR2 4038917567931696000|270.72935602835| 0.7201|-35.82906817909| 0.6500|   -0.5771| 0.6935|   -4.264| 1.662|   -3.833| 1.574|       |
                        |Gaia DR2 4038917567931677440|270.73007770483|35.8718|-35.82939434631|35.1653|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917567934769024|270.72902038416| 0.7717|-35.82999860164| 0.7410|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917567935266048|270.72595914570| 4.2263|-35.82834442150| 2.4610|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917567935518336|270.72657733767| 6.5873|-35.82837960354| 6.7277|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917567931723008|270.72730361501| 0.3294|-35.82938887222| 0.2973|    0.5029| 0.3686|   -4.740| 0.677|   -7.980| 0.621|       |
                        |Gaia DR2 4038917568038806016|270.72589849436| 0.1990|-35.82959878315| 0.1703|   -0.4106| 0.2137|   -2.081| 0.334|   -5.858| 0.287|       |
                        |Gaia DR2 4038917567931722880|270.72733597813| 0.8088|-35.82896798851| 0.7741|   -0.1234| 0.9060|   -3.514| 1.929|   -4.461| 1.885|       |
                        |Gaia DR2 4038917563635649408|270.72679965421|31.3685|-35.82769436025|25.0932|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917567931759872|270.72714700937| 0.3895|-35.82737003839| 0.3457|    0.0443| 0.4530|   -3.481| 0.585|   -8.109| 0.533|       |
                        |Gaia DR2 4038917567934776704|270.72730909317| 0.4470|-35.82808298429| 0.4166|    0.2020| 0.4441|   -3.360| 1.047|   -6.691| 0.965|       |
                        |Gaia DR2 4038917567935118720|270.72248976408| 0.8326|-35.83130745417| 0.7175|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917567931783808|270.72260601974| 0.2062|-35.82991559601| 0.1890|    0.1819| 0.2266|   -3.715| 0.362|   -2.348| 0.318|       |
                        |Gaia DR2 4038917567931771776|270.72413727360| 0.5523|-35.82927587516| 0.4885|   -1.5566| 0.6208|  -10.499| 1.220|    1.293| 1.213|       |
                        |Gaia DR2 4038917567931747840|270.72368086449| 1.1119|-35.83018802309| 0.6272|    0.1677| 1.1414|   -1.103| 1.400|   -8.857| 1.137|       |
                        |Gaia DR2 4038917567931773696|270.72472747844| 0.5541|-35.82863430731| 0.4949|   -0.7960| 0.5822|   -1.850| 1.265|   -4.565| 1.205|       |
                        |Gaia DR2 4038917563631292032|270.72393699073| 0.1408|-35.82826431836| 0.1274|    0.5004| 0.1572|   -1.113| 0.245|   -0.782| 0.215|       |
                        |Gaia DR2 4038917567931790080|270.72330986148| 0.5290|-35.82896064401| 0.4770|    1.9115| 0.5733|   -1.721| 0.902|   -1.106| 0.791|       |
                        |Gaia DR2 4038917567934785664|270.72123313608| 1.0226|-35.82914522369| 0.8734|    1.3039| 1.0264|   -6.096| 2.059|   -7.775| 1.795|       |
                        |Gaia DR2 4038917567931809792|270.72226892665| 0.6618|-35.82881820666| 0.6484|   -0.8595| 0.7160|    0.629| 1.358|   -5.771| 1.190|       |
                        |Gaia DR2 4038917567931815552|270.72283395846| 4.4211|-35.82784152680| 3.7785|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917567931843456|270.72166362944| 0.1189|-35.82739098099| 0.1090|    0.2902| 0.1316|   -2.776| 0.205|   -2.704| 0.180|       |
                        |Gaia DR2 4038917567931815680|270.72261672326| 0.4118|-35.82812689254| 0.3705|    1.4523| 0.4915|   -4.947| 0.711|   -1.940| 0.610|       |
                        |Gaia DR2 4038917567934785536|270.72647007388| 0.8096|-35.82472916095| 0.7880|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917567931803904|270.72635702193| 0.3267|-35.82567168369| 0.3107|   -0.2279| 0.3401|   -2.450| 0.622|   -8.712| 0.560|       |
                        |Gaia DR2 4038917567934780800|270.72660976500| 0.8663|-35.82666956483| 0.8303|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917567934789504|270.72389193150| 1.0127|-35.82494626446| 1.0269|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917567931854592|270.72301900333| 0.1873|-35.82554984926| 0.1699|   -0.4039| 0.2112|   -0.924| 0.325|    0.147| 0.286|       |
                        |Gaia DR2 4038917567934786560|270.72441651559| 0.4230|-35.82608335849| 0.3927|    0.4463| 0.4679|   -5.726| 0.852|   -3.744| 0.746|       |
                        |Gaia DR2 4038917666689753216|270.72559631505| 1.9338|-35.82385254376| 1.2932|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917567931849728|270.72480974281| 0.6830|-35.82392926001| 0.5439|   -0.7072| 0.8999|   -4.199| 2.020|  -10.239| 2.183|       |
                        |Gaia DR2 4038917567931849856|270.72468882101| 0.1271|-35.82438571790| 0.1143|    0.3172| 0.1439|   -0.638| 0.215|    0.889| 0.189|       |
                        |Gaia DR2 4038917602291235072|270.73659345938| 0.3176|-35.83391745781| 0.2795|    0.2186| 0.3654|   -4.927| 0.567|   -5.598| 0.502|       |
                        |Gaia DR2 4038917602291250560|270.73646105210| 0.6689|-35.83307636292| 0.6977|    2.4658| 0.7171|   -0.267| 1.797|   -5.694| 1.739|       |
                        |Gaia DR2 4038917602294490240|270.73712104894| 4.4538|-35.83276215571| 3.3301|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917602291323776|270.73366517930| 0.2050|-35.83163802279| 0.1852|    0.0284| 0.2313|   -1.972| 0.353|   -4.280| 0.311|       |
                        |Gaia DR2 4038917597995398272|270.73421153736| 0.4775|-35.83227064747| 0.4557|    0.1267| 0.5967|   -4.562| 0.835|   -6.580| 0.744|       |
                        |Gaia DR2 4038917602291278592|270.73570943174| 0.1251|-35.83224667429| 0.1126|    0.0550| 0.1405|    0.936| 0.219|   -3.467| 0.194|       |
                        |Gaia DR2 4038917602398541952|270.73586437217| 0.1200|-35.83101263163| 0.1040|    0.0539| 0.1306|   -3.411| 0.207|   -5.505| 0.178|       |
                        |Gaia DR2 4038917602294495872|270.73586096960| 0.5105|-35.82962430417| 0.3947|   -0.0021| 0.4743|   -2.648| 0.907|   -3.875| 0.747|       |
                        |Gaia DR2 4038917602294496000|270.73634890805| 0.6514|-35.82947711250| 0.5511|    0.2700| 0.9209|   -1.557| 1.054|   -8.991| 0.865|       |
                        |Gaia DR2 4038917602398541568|270.73861042814| 0.2041|-35.82932608305| 0.1790|   -0.0176| 0.2159|   -1.657| 0.366|   -7.127| 0.317|       |
                        |Gaia DR2 4038917602294493056|270.73768428614| 0.3161|-35.83037646551| 0.2828|    0.1711| 0.3287|   -2.152| 0.594|   -4.630| 0.518|       |
                        |Gaia DR2 4038917602295272832|270.74063324074| 6.8369|-35.82832564996| 6.8649|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917602294490368|270.74107469132| 7.8611|-35.82882077488| 7.3511|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917597995399168|270.74024453076| 0.1313|-35.82918825682| 0.1160|   -0.0299| 0.1417|   -2.141| 0.232|   -3.427| 0.201|       |
                        |Gaia DR2 4038917602398541312|270.73957769718| 0.5381|-35.82962819847| 0.4700|   -0.9614| 0.5511|   -1.624| 0.902|   -3.913| 0.790|       |
                        |Gaia DR2 4038917602291284736|270.74008481469| 0.5904|-35.82821642193| 0.4519|    0.7972| 0.7151|   -4.152| 0.935|   -4.888| 0.782|       |
                        |Gaia DR2 4038917602294497280|270.73702293038| 0.1638|-35.82819810544| 0.1428|    0.2902| 0.1726|   -3.937| 0.290|   -9.198| 0.250|       |
                        |Gaia DR2 4038917602294494464|270.73722158603| 0.7663|-35.82988184299| 0.6198|    0.7944| 0.6069|   -4.425| 1.382|    0.358| 1.132|       |
                        |Gaia DR2 4038917602291317120|270.73785495693| 0.1101|-35.82750207933| 0.0945|    0.5022| 0.1147|   -1.440| 0.193|    1.326| 0.165|       |
                        |Gaia DR2 4038917597976522752|270.73956866722| 0.1533|-35.82725861171| 0.1372|   -0.0693| 0.1669|   -4.065| 0.271|   -4.817| 0.239|       |
                        |Gaia DR2 4038917602294500224|270.73372400262| 0.9169|-35.82950396213| 0.7937|   -1.8285| 0.9875|    7.121| 1.936|   -7.211| 1.738|       |
                        |Gaia DR2 4038917602398077824|270.73355393732| 0.4013|-35.83053063265| 0.3574|    0.2175| 0.4594|   -1.886| 0.883|   -0.945| 0.842|       |
                        |Gaia DR2 4038917602294498304|270.73467480466| 0.3912|-35.82986996615| 0.3351|   -0.0542| 0.4211|   -3.076| 0.697|   -7.527| 0.607|       |
                        |Gaia DR2 4038917602291401344|270.73163219915| 0.1997|-35.82893310289| 0.1815|    0.1864| 0.2241|    1.659| 0.348|   -4.919| 0.310|       |
                        |Gaia DR2 4038917602291389056|270.73173178061| 0.8771|-35.82973729315| 0.7592|    1.8450| 0.9679|    6.680| 1.892|  -14.661| 1.764|       |
                        |Gaia DR2 4038917597995399424|270.73276022236| 0.7645|-35.82722179189| 0.6973|   -0.6333| 0.7151|   -2.606| 1.993|   -6.612| 1.897|       |
                        |Gaia DR2 4038917602294502656|270.73333328310| 0.5400|-35.82833666189| 0.4881|   -0.0637| 0.6219|   -5.088| 1.297|   -9.213| 1.256|       |
                        |Gaia DR2 4038917602294498816|270.73571824271| 0.1998|-35.82854585260| 0.1730|    0.6222| 0.2116|    1.605| 0.342|   -0.687| 0.294|       |
                        |Gaia DR2 4038917602291370496|270.73790043316| 0.6390|-35.82545235587| 0.5184|   -0.1208| 0.7760|    3.948| 1.951|    0.816| 1.820|       |
                        |Gaia DR2 4038917602398084224|270.73698469249| 0.3453|-35.82525460528| 0.3079|    0.3129| 0.4147|   -2.929| 0.564|   -6.631| 0.504|       |
                        |Gaia DR2 4038917602291370368|270.73824675019|36.6575|-35.82573165123|35.7804|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917602398543360|270.73540545391| 0.2784|-35.82668840948| 0.2444|    1.5976| 0.2961|   -2.304| 0.496|   -4.277| 0.428|       |
                        |Gaia DR2 4038917602291409408|270.73525832846| 3.7954|-35.82527005343| 2.7832|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917602294503680|270.73725047066| 1.0119|-35.82461446869| 0.9130|   -0.7781| 0.7232|   -0.395| 1.864|   -5.429| 1.691|       |
                        |Gaia DR2 4038917602291261056|270.74311725276| 0.4438|-35.82674645997| 0.3909|    1.4897| 0.5090|   -2.812| 0.876|   -5.368| 0.807|       |
                        |Gaia DR2 4038917602291287424|270.74273678319| 0.2202|-35.82568930680| 0.1956|    0.7045| 0.2473|   -6.266| 0.382|   -5.636| 0.338|       |
                        |Gaia DR2 4038917597970241664|270.74310366104| 0.1303|-35.82492381145| 0.1162|    0.1509| 0.1457|    0.684| 0.226|   -2.167| 0.200|       |
                        |Gaia DR2 4038917602291287680|270.74213574174| 0.2886|-35.82628207213| 0.2565|    0.5732| 0.3622|    2.802| 0.431|   -3.239| 0.390|       |
                        |Gaia DR2 4038917602291314816|270.74061872904| 0.2285|-35.82610319132| 0.2053|    0.1097| 0.2515|   -3.209| 0.410|   -5.788| 0.363|       |
                        |Gaia DR2 4038917602291335168|270.73971806917| 0.3402|-35.82585083506| 0.3285|   -0.2283| 0.3595|   -2.687| 0.720|   -2.565| 0.645|       |
                        |Gaia DR2 4038917602294852224|270.73978349910| 0.8241|-35.82532274367| 0.4817|   -0.6446| 0.7881|   -4.641| 1.027|   -5.145| 0.837|       |
                        |Gaia DR2 4038917597991106560|270.74004466351| 0.1497|-35.82493846120| 0.1343|    0.0693| 0.1663|   -3.162| 0.264|   -2.413| 0.233|       |
                        |Gaia DR2 4038917602294496128|270.74000944729| 0.7435|-35.82628531744| 0.6402|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917602291260928|270.74495130889| 0.2895|-35.82517070347| 0.2623|    0.4970| 0.3216|   -1.574| 0.534|   -5.653| 0.477|       |
                        |Gaia DR2 4038917602291300096|270.74539617546| 2.2733|-35.82241575427| 1.7065|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917602291300224|270.74518636094| 0.2886|-35.82273403358| 0.2585|    0.3550| 0.3241|   -5.361| 0.509|   -6.532| 0.452|       |
                        |Gaia DR2 4038917602291276288|270.74575366054| 0.4208|-35.82374605936| 0.4028|    0.4201| 0.4266|   -3.574| 0.994|   -8.920| 0.927|       |
                        |Gaia DR2 4038917602291281280|270.74603402713| 0.1936|-35.82325802812| 0.1741|    0.2243| 0.2167|   -2.147| 0.343|   -1.121| 0.303|       |
                        |Gaia DR2 4038917602291334400|270.74285067919| 9.5350|-35.82319005067| 8.9041|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917602291334528|270.74318902752| 0.1841|-35.82290788637| 0.1654|    0.9897| 0.1883|   -0.102| 0.323|   -6.591| 0.284|       |
                        |Gaia DR2 4038917602291321984|270.74285473074| 0.1736|-35.82379036004| 0.1555|   -0.1822| 0.1941|   -3.030| 0.311|   -5.687| 0.277|       |
                        |Gaia DR2 4038917602398075264|270.74377458838| 0.1160|-35.82285732778| 0.1026|    0.9650| 0.1296|   -3.089| 0.200|    2.262| 0.176|       |
                        |Gaia DR2 4038917602398078848|270.74396252567| 0.6221|-35.82120038276| 0.5851|   -1.6016| 0.6368|   -1.482| 1.551|   -7.259| 1.469|       |
                        |Gaia DR2 4038917602291299968|270.74530698082|33.6883|-35.82200327016|33.2536|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917602291341184|270.74352115037| 0.4673|-35.82229248765| 0.4272|    0.3692| 0.5086|    1.629| 0.955|   -3.408| 0.870|       |
                        |Gaia DR2 4038917602291299840|270.74489689763| 4.0427|-35.82174413335| 2.9911|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917602398083584|270.73886175899| 0.0791|-35.82344953518| 0.0706|    0.0225| 0.0883|   -1.573| 0.134|   -6.574| 0.117|       |
                        |Gaia DR2 4038917602291382400|270.73782084680| 2.7758|-35.82463356459| 2.1065|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917602291382528|270.73772631632| 0.2227|-35.82488695636| 0.2006|   -0.7928| 0.2493|   -0.546| 0.389|   -4.443| 0.344|       |
                        |Gaia DR2 4038917597995401728|270.73886560618| 0.0617|-35.82367782097| 0.0543|    0.5417| 0.0690|   -1.316| 0.103|   -0.613| 0.089|       |
                        |Gaia DR2 4038917602291366400|270.74091616410| 0.4397|-35.82273464324| 0.3876|    0.3616| 0.5464|   -6.101| 0.941|   -9.289| 0.939|       |
                        |Gaia DR2 4038917602291366528|270.74073029956| 0.3686|-35.82317628343| 0.3293|    0.7763| 0.4162|    1.212| 0.787|   -5.209| 0.740|       |
                        |Gaia DR2 4038917602291379840|270.73957344433| 0.1806|-35.82328736975| 0.1500|    0.4080| 0.2056|  -15.522| 0.285|  -11.990| 0.248|       |
                        |Gaia DR2 4038917602291360512|270.74061259633| 0.5982|-35.82361349800| 0.5928|   -0.0429| 0.7300|   -4.055| 1.608|   -6.685| 1.602|       |
                        |Gaia DR2 4038917602291407104|270.73714267167|14.6530|-35.82377338966|12.8730|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917602291407232|270.73699528152| 0.9359|-35.82385353096| 0.8109|    7.3395| 1.0434|   -5.642| 1.783|   -2.794| 1.616|       |
                        |Gaia DR2 4038917602291427712|270.73792268995| 0.4331|-35.82200446161| 0.3976|    1.2080| 0.4707|   -4.903| 0.924|   -3.237| 0.852|       |
                        |Gaia DR2 4038917602291408384|270.73978791233| 0.3009|-35.82143432539| 0.2691|    0.1914| 0.3331|   -0.088| 0.610|   -7.205| 0.558|       |
                        |Gaia DR2 4038917602291432448|270.73841072961| 0.4203|-35.82137537656| 0.3810|    0.4199| 0.4402|   -6.750| 0.869|   -6.975| 0.795|       |
                        |Gaia DR2 4038917597970274304|270.74119608590| 0.0426|-35.82126170396| 0.0387|    0.1358| 0.0471|   -0.140| 0.076|   -7.005| 0.064|       |
                        |Gaia DR2 4038917602291374336|270.74243790163| 0.4444|-35.82124377152| 0.4390|   -0.4576| 0.4190|   -2.772| 0.984|   -4.484| 0.881|       |
                        |Gaia DR2 4038917602291433344|270.73933317436| 0.5897|-35.82051587365| 0.4756|   -0.1811| 0.6802|  -17.263| 0.990|    4.177| 0.899|       |
                        |Gaia DR2 4038917602291417728|270.74019887423| 0.4358|-35.82056110057| 0.3540|    0.8672| 0.5300|   -4.810| 1.394|   -7.003| 1.433|       |
                        |Gaia DR2 4038917602291406336|270.74172812537|14.2773|-35.81964277323|14.9968|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917602291406464|270.74191827775| 0.5443|-35.81975306977| 0.4723|   -3.6734| 0.6138|    6.550| 1.177|   -8.643| 1.107|       |
                        |Gaia DR2 4038917602291435008|270.74108079997| 0.3128|-35.81897884282| 0.2984|    0.3452| 0.2951|   -4.887| 0.591|   -2.451| 0.518|       |
                        |Gaia DR2 4038917602294507008|270.73171467042| 0.4189|-35.82777015336| 0.4112|    1.3062| 0.5245|   -0.837| 0.872|   -6.664| 0.869|       |
                        |Gaia DR2 4038917602294508672|270.73063249280| 7.5068|-35.82775586308| 4.0841|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917602294507648|270.73303928852| 0.3448|-35.82638799561| 0.3001|   -0.2048| 0.3653|   -2.121| 0.678|   -4.286| 0.615|       |
                        |Gaia DR2 4038917602294510592|270.73173691877| 0.2478|-35.82564166006| 0.2169|    0.1006| 0.2619|   -2.760| 0.432|   -7.969| 0.372|       |
                        |Gaia DR2 4038917602294510208|270.73121466731| 0.4775|-35.82626110486| 0.4357|    0.6719| 0.5310|   -4.072| 0.987|   -5.444| 0.900|       |
                        |Gaia DR2 4038917602294513408|270.72935803002| 0.3664|-35.82654944214| 0.3389|    0.0883| 0.3924|   -4.829| 0.766|   -7.646| 0.693|       |
                        |Gaia DR2 4038917602398544256|270.73001909840| 0.2627|-35.82616207843| 0.2259|    0.8761| 0.2675|    5.561| 0.467|   -1.321| 0.399|       |
                        |Gaia DR2 4038917602294517888|270.72902190812| 0.1598|-35.82515443056| 0.1374|    0.1875| 0.1659|   -0.501| 0.275|   -4.084| 0.234|       |
                        |Gaia DR2 4038917597995399296|270.72961631125| 0.1700|-35.82704079497| 0.1545|    0.0941| 0.1898|   -0.868| 0.294|   -4.228| 0.259|       |
                        |Gaia DR2 4038917602294510848|270.73061490087| 0.4235|-35.82606568318| 0.4128|   -1.0890| 0.4885|   -2.920| 0.876|   -6.959| 0.807|       |
                        |Gaia DR2 4038917602294514432|270.73075396240| 0.8750|-35.82523217417| 0.9012|   -0.1304| 0.9328|    2.605| 1.786|   -6.811| 1.445|       |
                        |Gaia DR2 4038917602295001472|270.73063325389| 0.5019|-35.82470076537| 0.4398|    0.1280| 0.4281|   -1.406| 1.030|   -4.279| 0.877|       |
                        |Gaia DR2 4038917602294518016|270.72940292743| 0.8301|-35.82480250533| 0.7144|    0.8078| 0.8460|   -5.660| 1.897|   -4.845| 1.631|       |
                        |Gaia DR2 4038917597995401344|270.73271112002| 0.2538|-35.82393594605| 0.2201|    0.6121| 0.2779|   -4.150| 0.447|   -5.581| 0.391|       |
                        |Gaia DR2 4038917602398592768|270.73328609940| 0.6678|-35.82563047278| 0.5325|   -2.6792| 0.6076|   -4.892| 1.305|   -1.875| 1.074|       |
                        |Gaia DR2 4038917602294510976|270.73318933545| 0.4913|-35.82381262720| 0.4276|   -1.5978| 0.5054|    3.000| 0.943|    0.384| 0.840|       |
                        |Gaia DR2 4038917602291446656|270.73552410278| 0.4223|-35.82286577674| 0.4234|    0.5132| 0.5903|   -3.377| 0.904|   -4.767| 0.921|       |
                        |Gaia DR2 4038917602291431040|270.73531244604| 0.2103|-35.82372240232| 0.1900|    0.1943| 0.2342|    0.105| 0.364|   -4.387| 0.319|       |
                        |Gaia DR2 4038917602291483264|270.73261934976| 0.3899|-35.82336372969| 0.3252|    0.8200| 0.4560|   -1.900| 0.588|   -5.669| 0.515|       |
                        |Gaia DR2 4038917602294518528|270.73106614624| 0.3285|-35.82309696905| 0.2821|    0.2836| 0.3712|   -0.024| 0.678|   -5.001| 0.634|       |
                        |Gaia DR2 4038917602398098432|270.73227600375| 1.4099|-35.82280055350| 0.8811|   19.3366| 1.3377|  -16.366| 2.020|   -1.136| 1.600|       |
                        |Gaia DR2 4038917602398099456|270.73374126675|10.8067|-35.82082054611|10.4341|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917602294521600|270.72785547532| 0.4451|-35.82441029492| 0.3998|   -0.1410| 0.4608|   -2.301| 0.918|   -4.286| 0.824|       |
                        |Gaia DR2 4038917602294523520|270.72890489003|11.7680|-35.82262935444|11.2570|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917602294519808|270.72943652725| 0.4197|-35.82389728296| 0.3691|   -0.5839| 0.4474|   -3.499| 0.851|   -8.866| 0.761|       |
                        |Gaia DR2 4038917602294523648|270.72878120034| 0.3600|-35.82275812473| 0.2995|   -0.3703| 0.3865|    2.065| 0.586|   -4.388| 0.504|       |
                        |Gaia DR2 4038917602398546048|270.72816554111|14.7134|-35.82301380142|15.4238|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917602294525952|270.72730163387| 0.2722|-35.82284725773| 0.2382|   -0.2528| 0.2867|   -2.389| 0.471|   -8.464| 0.405|       |
                        |Gaia DR2 4038917602294529280|270.72538245614| 0.0479|-35.82303920743| 0.0414|    0.1848| 0.0495|    1.526| 0.084|   -2.889| 0.070|       |
                        |Gaia DR2 4038917602294526848|270.72792644187| 0.4920|-35.82207196587| 0.4280|   -0.3067| 0.5223|   -5.307| 0.989|   -6.187| 0.882|       |
                        |Gaia DR2 4038917602294523392|270.73006275780| 0.3774|-35.82173274233| 0.3252|    0.0528| 0.4175|   -4.014| 0.908|   -7.645| 0.857|       |
                        |Gaia DR2 4038917602291563392|270.73047441933| 0.2624|-35.82089188967| 0.2370|    0.2221| 0.2880|   -2.988| 0.474|   -6.257| 0.418|       |
                        |Gaia DR2 4038917602398107392|270.73011163541| 0.6461|-35.82091763103| 0.4632|   -0.0195| 0.7501|    2.693| 1.018|   -7.826| 0.878|       |
                        |Gaia DR2 4038917602294520192|270.73047386521| 5.6043|-35.82273563348| 2.3770|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917597995401472|270.73125474918| 0.2696|-35.82242098564| 0.2343|    0.0804| 0.2814|   -2.537| 0.462|   -2.811| 0.396|       |
                        |Gaia DR2 4038917602291524608|270.73160285467| 0.5178|-35.82210643326| 0.4792|   -0.1445| 0.5198|    4.680| 1.030|   -0.794| 0.933|       |
                        |Gaia DR2 4038917602294525312|270.72941745485| 0.2372|-35.82163463008| 0.2057|   -0.2189| 0.2521|   -0.905| 0.412|   -9.169| 0.356|       |
